sku,post_status,post_title,attributes,pa_color,pa_size,pa_brand,post_content,post_excerpt,category,tags,manage_stock,stock_status,backorders,stock,price,regular_price,sale_price,weight,length,width,height,images,tax_status,tax_class,visibility,featured,
0-51191-CCBN-1,publish,Vinyl Floor Chips,1-LB Jar,Bone,1-LB Jar,Abatron,"Abatron Flexible vinyl chips premixed colors ready for application and designed for use with Abatron epoxy and urethane coatings to enhance the look of your concrete floor, patio, garage, basement, porch, pool deck, walkway, and more. When broadcasting onto a freshly coated surface, these decorative chips bond to the wet film to become a permanent part of the coating. This product is durable for interior & exterior use and also can be used with other compatible water or solvent-based concrete coatings to hide dirt and surface imperfections while giving a decorative appearance.  Coverage = 60 sq. ft. per pound (HEAVY COVERAGE), or 125 sq. ft per pound (MEDIUM COVERAGE), or 250 sq. ft. per pound (LIGHT COVERAGE)  Manufactures photo (shown) is 8 sq. ft. Vinyl Chips per pound ",Flexible vinyl chips used with water or solvent-based concrete coatings,Deck Coatings |Abatron | Vinyl Floor Chips 1lb,Abatron Vinyl Floor Chips | Garage Floor Coatings| epoxy | color chips |Abatron | concrete coatings | Industrial Garage Floor Epoxy | Protective Coatings | Warehouse Floor Epoxy | Chemical Resistant Floor Coatings ,NO,instock,no,,5.99,11.99,5.99,16,10,10,13,http://i.imgur.com/FUAukfV.jpg,taxable,standard,visible,yes,
0-51191-CCMC-1,publish,Vinyl Floor Chips,1-LB Jar,Mint Chip,1-LB Jar,Abatron,"Abatron Flexible vinyl chips premixed colors ready for application and designed for use with Abatron epoxy and urethane coatings to enhance the look of your concrete floor, patio, garage, basement, porch, pool deck, walkway, and more. When broadcasting onto a freshly coated surface, these decorative chips bond to the wet film to become a permanent part of the coating. This product is durable for interior & exterior use and also can be used with other compatible water or solvent-based concrete coatings to hide dirt and surface imperfections while giving a decorative appearance.  Coverage = 60 sq. ft. per pound (HEAVY COVERAGE), or 125 sq. ft per pound (MEDIUM COVERAGE), or 250 sq. ft. per pound (LIGHT COVERAGE)  Manufactures photo (shown) is 8 sq. ft. Vinyl Chips per pound ",Flexible vinyl chips used with water or solvent-based concrete coatings,Deck Coatings |Abatron | Vinyl Floor Chips 1lb,Abatron Vinyl Floor Chips | Garage Floor Coatings| epoxy | color chips |Abatron | concrete coatings | Industrial Garage Floor Epoxy | Protective Coatings | Warehouse Floor Epoxy | Chemical Resistant Floor Coatings ,NO,instock,no,,5.99,11.99,5.99,16,10,10,13,http://i.imgur.com/FUAukfV.jpg,taxable,standard,visible,yes,
0-51191-CCSP-1,publish,Vinyl Floor Chips,1-LB Jar,Salt n' Pepper,1-LB Jar,Abatron,"Abatron Flexible vinyl chips premixed colors ready for application and designed for use with Abatron epoxy and urethane coatings to enhance the look of your concrete floor, patio, garage, basement, porch, pool deck, walkway, and more. When broadcasting onto a freshly coated surface, these decorative chips bond to the wet film to become a permanent part of the coating. This product is durable for interior & exterior use and also can be used with other compatible water or solvent-based concrete coatings to hide dirt and surface imperfections while giving a decorative appearance.  Coverage = 60 sq. ft. per pound (HEAVY COVERAGE), or 125 sq. ft per pound (MEDIUM COVERAGE), or 250 sq. ft. per pound (LIGHT COVERAGE)  Manufactures photo (shown) is 8 sq. ft. Vinyl Chips per pound ",Flexible vinyl chips used with water or solvent-based concrete coatings,Deck Coatings |Abatron | Vinyl Floor Chips 1lb,Abatron Vinyl Floor Chips | Garage Floor Coatings| epoxy | color chips |Abatron | concrete coatings | Industrial Garage Floor Epoxy | Protective Coatings | Warehouse Floor Epoxy | Chemical Resistant Floor Coatings ,NO,instock,no,,5.99,11.99,5.99,16,10,10,13,http://i.imgur.com/FUAukfV.jpg,taxable,standard,visible,yes,
0-51191-CCCU-1,publish,Vinyl Floor Chips,1-LB Jar,Curry,1-LB Jar,Abatron,"Abatron Flexible vinyl chips premixed colors ready for application and designed for use with Abatron epoxy and urethane coatings to enhance the look of your concrete floor, patio, garage, basement, porch, pool deck, walkway, and more. When broadcasting onto a freshly coated surface, these decorative chips bond to the wet film to become a permanent part of the coating. This product is durable for interior & exterior use and also can be used with other compatible water or solvent-based concrete coatings to hide dirt and surface imperfections while giving a decorative appearance.  Coverage = 60 sq. ft. per pound (HEAVY COVERAGE), or 125 sq. ft per pound (MEDIUM COVERAGE), or 250 sq. ft. per pound (LIGHT COVERAGE)  Manufactures photo (shown) is 8 sq. ft. Vinyl Chips per pound ",Flexible vinyl chips used with water or solvent-based concrete coatings,Deck Coatings |Abatron | Vinyl Floor Chips 1lb,Abatron Vinyl Floor Chips | Garage Floor Coatings| epoxy | color chips |Abatron | concrete coatings | Industrial Garage Floor Epoxy | Protective Coatings | Warehouse Floor Epoxy | Chemical Resistant Floor Coatings ,NO,instock,no,,5.99,11.99,5.99,16,10,10,13,http://i.imgur.com/FUAukfV.jpg,taxable,standard,visible,yes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-51191-CGLB-1,publish,Colored Quartz Silica,1-LB Jar,Light Beige,1-LB Jar,Abatron,"Abatron premixed Color Grit colors ready for application and designed for use with Abatron epoxy and urethane coatings to enhance the look of your concrete floor, patio, garage, basement, porch, pool deck, walkway, and more. When broadcasting onto a freshly coated surface, these decorative colored quartz particles bond to the wet film to become a permanent part of the coating. This product is durable for interior & exterior use and also can be used with other compatible water or solvent-based concrete coatings to hide dirt and surface imperfections while giving a decorative appearance. Coverage = 60 sq. ft. per pound (HEAVY COVERAGE), or 125 sq. ft per pound (MEDIUM COVERAGE), or 250 sq. ft. per pound (LIGHT COVERAGE)  Manufactures photo (shown) is 1/3 lb Color Grit per sq. ft. ","Colored quartz silica particles which impart color, texture, and add slip resistance to floor coatings",Deck Coatings |Abatron | Color Quartz Silica 1lb,Abatron Color Grit | Garage Floor Coatings| epoxy | color chips |Abatron | concrete coatings | Industrial Garage Floor Epoxy | Protective Coatings | Warehouse Floor Epoxy | Chemical Resistant Floor Coatings ,NO,instock,no,,1.05,2.25,1.05,16,10,10,13,http://i.imgur.com/2hEQHAF.jpg,taxable,standard,visible,yes,
0-51191-CGB-1,publish,Colored Quartz Silica,1-LB Jar,Beige,1-LB Jar,Abatron,"Abatron premixed Color Grit colors ready for application and designed for use with Abatron epoxy and urethane coatings to enhance the look of your concrete floor, patio, garage, basement, porch, pool deck, walkway, and more. When broadcasting onto a freshly coated surface, these decorative colored quartz particles bond to the wet film to become a permanent part of the coating. This product is durable for interior & exterior use and also can be used with other compatible water or solvent-based concrete coatings to hide dirt and surface imperfections while giving a decorative appearance. Coverage = 60 sq. ft. per pound (HEAVY COVERAGE), or 125 sq. ft per pound (MEDIUM COVERAGE), or 250 sq. ft. per pound (LIGHT COVERAGE)  Manufactures photo (shown) is 1/3 lb Color Grit per sq. ft. ","Colored quartz silica particles which impart color, texture, and add slip resistance to floor coatings",Deck Coatings |Abatron | Color Quartz Silica 1lb,Abatron Color Grit | Garage Floor Coatings| epoxy | color chips |Abatron | concrete coatings | Industrial Garage Floor Epoxy | Protective Coatings | Warehouse Floor Epoxy | Chemical Resistant Floor Coatings ,NO,instock,no,,1.05,2.25,1.05,16,10,10,13,http://i.imgur.com/2hEQHAF.jpg,taxable,standard,visible,yes,
0-51191-CGLG-1,publish,Colored Quartz Silica,1-LB Jar,Light Gray,1-LB Jar,Abatron,"Abatron premixed Color Grit colors ready for application and designed for use with Abatron epoxy and urethane coatings to enhance the look of your concrete floor, patio, garage, basement, porch, pool deck, walkway, and more. When broadcasting onto a freshly coated surface, these decorative colored quartz particles bond to the wet film to become a permanent part of the coating. This product is durable for interior & exterior use and also can be used with other compatible water or solvent-based concrete coatings to hide dirt and surface imperfections while giving a decorative appearance. Coverage = 60 sq. ft. per pound (HEAVY COVERAGE), or 125 sq. ft per pound (MEDIUM COVERAGE), or 250 sq. ft. per pound (LIGHT COVERAGE)  Manufactures photo (shown) is 1/3 lb Color Grit per sq. ft. ","Colored quartz silica particles which impart color, texture, and add slip resistance to floor coatings",Deck Coatings |Abatron | Color Quartz Silica 1lb,Abatron Color Grit | Garage Floor Coatings| epoxy | color chips |Abatron | concrete coatings | Industrial Garage Floor Epoxy | Protective Coatings | Warehouse Floor Epoxy | Chemical Resistant Floor Coatings ,NO,instock,no,,1.05,2.25,1.05,16,10,10,13,http://i.imgur.com/2hEQHAF.jpg,taxable,standard,visible,yes,
0-51191-CGCH-1,publish,Colored Quartz Silica,1-LB Jar,Charcoal,1-LB Jar,Abatron,"Abatron premixed Color Grit colors ready for application and designed for use with Abatron epoxy and urethane coatings to enhance the look of your concrete floor, patio, garage, basement, porch, pool deck, walkway, and more. When broadcasting onto a freshly coated surface, these decorative colored quartz particles bond to the wet film to become a permanent part of the coating. This product is durable for interior & exterior use and also can be used with other compatible water or solvent-based concrete coatings to hide dirt and surface imperfections while giving a decorative appearance. Coverage = 60 sq. ft. per pound (HEAVY COVERAGE), or 125 sq. ft per pound (MEDIUM COVERAGE), or 250 sq. ft. per pound (LIGHT COVERAGE)  Manufactures photo (shown) is 1/3 lb Color Grit per sq. ft. ","Colored quartz silica particles which impart color, texture, and add slip resistance to floor coatings",Deck Coatings |Abatron | Color Quartz Silica 1lb,Abatron Color Grit | Garage Floor Coatings| epoxy | color chips |Abatron | concrete coatings | Industrial Garage Floor Epoxy | Protective Coatings | Warehouse Floor Epoxy | Chemical Resistant Floor Coatings ,NO,instock,no,,1.05,2.25,1.05,16,10,10,13,http://i.imgur.com/2hEQHAF.jpg,taxable,standard,visible,yes,
0-51191-CGCO-1,publish,Colored Quartz Silica,1-LB Jar,Chocolate,1-LB Jar,Abatron,"Abatron premixed Color Grit colors ready for application and designed for use with Abatron epoxy and urethane coatings to enhance the look of your concrete floor, patio, garage, basement, porch, pool deck, walkway, and more. When broadcasting onto a freshly coated surface, these decorative colored quartz particles bond to the wet film to become a permanent part of the coating. This product is durable for interior & exterior use and also can be used with other compatible water or solvent-based concrete coatings to hide dirt and surface imperfections while giving a decorative appearance. Coverage = 60 sq. ft. per pound (HEAVY COVERAGE), or 125 sq. ft per pound (MEDIUM COVERAGE), or 250 sq. ft. per pound (LIGHT COVERAGE)  Manufactures photo (shown) is 1/3 lb Color Grit per sq. ft. ","Colored quartz silica particles which impart color, texture, and add slip resistance to floor coatings",Deck Coatings |Abatron | Color Quartz Silica 1lb,Abatron Color Grit | Garage Floor Coatings| epoxy | color chips |Abatron | concrete coatings | Industrial Garage Floor Epoxy | Protective Coatings | Warehouse Floor Epoxy | Chemical Resistant Floor Coatings ,NO,instock,no,,1.05,2.25,1.05,16,10,10,13,http://i.imgur.com/2hEQHAF.jpg,taxable,standard,visible,yes,
0-51191-CGRR-1,publish,Colored Quartz Silica,1-LB Jar,Rustic Red,1-LB Jar,Abatron,"Abatron premixed Color Grit colors ready for application and designed for use with Abatron epoxy and urethane coatings to enhance the look of your concrete floor, patio, garage, basement, porch, pool deck, walkway, and more. When broadcasting onto a freshly coated surface, these decorative colored quartz particles bond to the wet film to become a permanent part of the coating. This product is durable for interior & exterior use and also can be used with other compatible water or solvent-based concrete coatings to hide dirt and surface imperfections while giving a decorative appearance. Coverage = 60 sq. ft. per pound (HEAVY COVERAGE), or 125 sq. ft per pound (MEDIUM COVERAGE), or 250 sq. ft. per pound (LIGHT COVERAGE)  Manufactures photo (shown) is 1/3 lb Color Grit per sq. ft. ","Colored quartz silica particles which impart color, texture, and add slip resistance to floor coatings",Deck Coatings |Abatron | Color Quartz Silica 1lb,Abatron Color Grit | Garage Floor Coatings| epoxy | color chips |Abatron | concrete coatings | Industrial Garage Floor Epoxy | Protective Coatings | Warehouse Floor Epoxy | Chemical Resistant Floor Coatings ,NO,instock,no,,1.05,2.25,1.05,16,10,10,13,http://i.imgur.com/2hEQHAF.jpg,taxable,standard,visible,yes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBR-322-91-0375-0-TWIN,publish,Soft Backer Rod Rolls,Twin Spool,NA,"3/8"" x 3600'",Nomaco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=g0ik8a4hN4I""][/vc_column][vc_column width=""1/2""][vc_column_text]
Sof Backer Rod (SBR) Not all backer rod is created equal! Sof Rod is a state-of-the-art sealant backing material combining the best properties of both open and closed cell backer rods in a single, trouble-free product. Sof® Rod is a continuous length of extruded polyolefin foam made with a non-absorbent outer ""skin"" and a highly resilient interior network of open and closed cells. Sof® Rod will not out-gas if ruptured.  Sof Rod has No Moisture Absorption unlike other backer rods, and Easily Conforms to Irregular sized Joints and gaps.  Compatible with all know types of sealants including butyl, polyurethane, silicones, polyether, scypolymer, tri-polymer, polysulfide, acrylic, etc.  Consists of both open and closed cells on the inside with a skin-like outer texture. Non-stick Bi-Cellular skin open and closed cell. High moisture resistance.  SOF-Rod may also be used as a gasket or sealing material as per ASTM C 717. [/vc_column_text][/vc_column][/vc_row]","Cylindrical, flexible sealant backer rod composed of bi-cellular material TYPE: B - Per ASTM C 1330. Round rods of various diameters for use with non-sag and self leveling cold applied sealants TYPE: 3 - Per ASTM D 5249. Also reference ASTM C 717 for use as gasket or sealing material.",Backer Rod |Nomaco |  Soft Backer Rod,Sof Rod | caulking| masonry| polyurethane sealant | sealant |Nomaco | Foam Rod | Construction Materials| construction foam| Backer Rod | Poly Foam | waterproofing | caulk | Log Home Chinking | denver foam | mile high foam| Window and Door Backing Rod | Glazing Rod | Filler Rope | open cell rod | closed cell rod | Soft Backing Rod | Joint Filler ,NO,instock,no,,167.25,212.88,167.25,192,46,46,79,http://i.imgur.com/Ekgglil.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=g0ik8a4hN4I
SBR-322-91-0375-0-SPOOL,publish,Soft Backer Rod Rolls,Spool,NA,"3/8"" x 1800'",Nomaco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=g0ik8a4hN4I""][/vc_column][vc_column width=""1/2""][vc_column_text]
Sof Backer Rod (SBR) Not all backer rod is created equal! Sof Rod is a state-of-the-art sealant backing material combining the best properties of both open and closed cell backer rods in a single, trouble-free product. Sof® Rod is a continuous length of extruded polyolefin foam made with a non-absorbent outer ""skin"" and a highly resilient interior network of open and closed cells. Sof® Rod will not out-gas if ruptured.  Sof Rod has No Moisture Absorption unlike other backer rods, and Easily Conforms to Irregular sized Joints and gaps.  Compatible with all know types of sealants including butyl, polyurethane, silicones, polyether, scypolymer, tri-polymer, polysulfide, acrylic, etc.  Consists of both open and closed cells on the inside with a skin-like outer texture. Non-stick Bi-Cellular skin open and closed cell. High moisture resistance.  SOF-Rod may also be used as a gasket or sealing material as per ASTM C 717. [/vc_column_text][/vc_column][/vc_row]","Cylindrical, flexible sealant backer rod composed of bi-cellular material TYPE: B - Per ASTM C 1330. Round rods of various diameters for use with non-sag and self leveling cold applied sealants TYPE: 3 - Per ASTM D 5249. Also reference ASTM C 717 for use as gasket or sealing material.",Backer Rod |Nomaco |  Soft Backer Rod,Sof Rod | caulking| masonry| polyurethane sealant | sealant |Nomaco | Foam Rod | Construction Materials| construction foam| Backer Rod | Poly Foam | waterproofing | caulk | Log Home Chinking | denver foam | mile high foam| Window and Door Backing Rod | Glazing Rod | Filler Rope | open cell rod | closed cell rod | Soft Backing Rod | Joint Filler ,NO,instock,no,,99.95,127.25,99.95,192,46,46,79,http://i.imgur.com/Ekgglil.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=g0ik8a4hN4I
SBR-322-91-0625-0-SPOOL,publish,Soft Backer Rod Rolls,Spool,NA,"5/8"" x 1550'",Nomaco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=g0ik8a4hN4I""][/vc_column][vc_column width=""1/2""][vc_column_text]
Sof Backer Rod (SBR) Not all backer rod is created equal! Sof Rod is a state-of-the-art sealant backing material combining the best properties of both open and closed cell backer rods in a single, trouble-free product. Sof® Rod is a continuous length of extruded polyolefin foam made with a non-absorbent outer ""skin"" and a highly resilient interior network of open and closed cells. Sof® Rod will not out-gas if ruptured.  Sof Rod has No Moisture Absorption unlike other backer rods, and Easily Conforms to Irregular sized Joints and gaps.  Compatible with all know types of sealants including butyl, polyurethane, silicones, polyether, scypolymer, tri-polymer, polysulfide, acrylic, etc.  Consists of both open and closed cells on the inside with a skin-like outer texture. Non-stick Bi-Cellular skin open and closed cell. High moisture resistance.  SOF-Rod may also be used as a gasket or sealing material as per ASTM C 717. [/vc_column_text][/vc_column][/vc_row]","Cylindrical, flexible sealant backer rod composed of bi-cellular material TYPE: B - Per ASTM C 1330. Round rods of various diameters for use with non-sag and self leveling cold applied sealants TYPE: 3 - Per ASTM D 5249. Also reference ASTM C 717 for use as gasket or sealing material.",Backer Rod |Nomaco |  Soft Backer Rod,Sof Rod | caulking| masonry| polyurethane sealant | sealant |Nomaco | Foam Rod | Construction Materials| construction foam| Backer Rod | Poly Foam | waterproofing | caulk | Log Home Chinking | denver foam | mile high foam| Window and Door Backing Rod | Glazing Rod | Filler Rope | open cell rod | closed cell rod | Soft Backing Rod | Joint Filler ,NO,instock,no,,106.75,139.58,106.75,192,46,46,79,http://i.imgur.com/Ekgglil.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=g0ik8a4hN4I
SBR-322-91-0875-0-SPOOL,publish,Soft Backer Rod Rolls,Spool,NA,"7/8"" x 850'",Nomaco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=g0ik8a4hN4I""][/vc_column][vc_column width=""1/2""][vc_column_text]
Sof Backer Rod (SBR) Not all backer rod is created equal! Sof Rod is a state-of-the-art sealant backing material combining the best properties of both open and closed cell backer rods in a single, trouble-free product. Sof® Rod is a continuous length of extruded polyolefin foam made with a non-absorbent outer ""skin"" and a highly resilient interior network of open and closed cells. Sof® Rod will not out-gas if ruptured.  Sof Rod has No Moisture Absorption unlike other backer rods, and Easily Conforms to Irregular sized Joints and gaps.  Compatible with all know types of sealants including butyl, polyurethane, silicones, polyether, scypolymer, tri-polymer, polysulfide, acrylic, etc.  Consists of both open and closed cells on the inside with a skin-like outer texture. Non-stick Bi-Cellular skin open and closed cell. High moisture resistance.  SOF-Rod may also be used as a gasket or sealing material as per ASTM C 717. [/vc_column_text][/vc_column][/vc_row]","Cylindrical, flexible sealant backer rod composed of bi-cellular material TYPE: B - Per ASTM C 1330. Round rods of various diameters for use with non-sag and self leveling cold applied sealants TYPE: 3 - Per ASTM D 5249. Also reference ASTM C 717 for use as gasket or sealing material.",Backer Rod |Nomaco |  Soft Backer Rod,Sof Rod | caulking| masonry| polyurethane sealant | sealant |Nomaco | Foam Rod | Construction Materials| construction foam| Backer Rod | Poly Foam | waterproofing | caulk | Log Home Chinking | denver foam | mile high foam| Window and Door Backing Rod | Glazing Rod | Filler Rope | open cell rod | closed cell rod | Soft Backing Rod | Joint Filler ,NO,instock,no,,104.89,136.36,104.89,192,46,46,79,http://i.imgur.com/Ekgglil.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=g0ik8a4hN4I
SBR-322-91-1125-0-SPOOL,publish,Soft Backer Rod Rolls,Spool,NA,"1-1/8"" x 500'",Nomaco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=g0ik8a4hN4I""][/vc_column][vc_column width=""1/2""][vc_column_text]
Sof Backer Rod (SBR) Not all backer rod is created equal! Sof Rod is a state-of-the-art sealant backing material combining the best properties of both open and closed cell backer rods in a single, trouble-free product. Sof® Rod is a continuous length of extruded polyolefin foam made with a non-absorbent outer ""skin"" and a highly resilient interior network of open and closed cells. Sof® Rod will not out-gas if ruptured.  Sof Rod has No Moisture Absorption unlike other backer rods, and Easily Conforms to Irregular sized Joints and gaps.  Compatible with all know types of sealants including butyl, polyurethane, silicones, polyether, scypolymer, tri-polymer, polysulfide, acrylic, etc.  Consists of both open and closed cells on the inside with a skin-like outer texture. Non-stick Bi-Cellular skin open and closed cell. High moisture resistance.  SOF-Rod may also be used as a gasket or sealing material as per ASTM C 717. [/vc_column_text][/vc_column][/vc_row]","Cylindrical, flexible sealant backer rod composed of bi-cellular material TYPE: B - Per ASTM C 1330. Round rods of various diameters for use with non-sag and self leveling cold applied sealants TYPE: 3 - Per ASTM D 5249. Also reference ASTM C 717 for use as gasket or sealing material.",Backer Rod |Nomaco |  Soft Backer Rod,Sof Rod | caulking| masonry| polyurethane sealant | sealant |Nomaco | Foam Rod | Construction Materials| construction foam| Backer Rod | Poly Foam | waterproofing | caulk | Log Home Chinking | denver foam | mile high foam| Window and Door Backing Rod | Glazing Rod | Filler Rope | open cell rod | closed cell rod | Soft Backing Rod | Joint Filler ,NO,instock,no,,93.89,125.77,93.89,192,46,46,79,http://i.imgur.com/Ekgglil.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=g0ik8a4hN4I
SBR-322-91-1500-1-STICK,publish,Soft Backer Rod Sticks,6' Stick,NA,"1-1/2"" x 6'",Nomaco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=g0ik8a4hN4I""][/vc_column][vc_column width=""1/2""][vc_column_text]
Sof Backer Rod (SBR) Not all backer rod is created equal! Sof Rod is a state-of-the-art sealant backing material combining the best properties of both open and closed cell backer rods in a single, trouble-free product. Sof® Rod is a continuous length of extruded polyolefin foam made with a non-absorbent outer ""skin"" and a highly resilient interior network of open and closed cells. Sof® Rod will not out-gas if ruptured.  Sof Rod has No Moisture Absorption unlike other backer rods, and Easily Conforms to Irregular sized Joints and gaps.  Compatible with all know types of sealants including butyl, polyurethane, silicones, polyether, scypolymer, tri-polymer, polysulfide, acrylic, etc.  Consists of both open and closed cells on the inside with a skin-like outer texture. Non-stick Bi-Cellular skin open and closed cell. High moisture resistance.  SOF-Rod may also be used as a gasket or sealing material as per ASTM C 717. [/vc_column_text][/vc_column][/vc_row]","Cylindrical, flexible sealant backer rod composed of bi-cellular material TYPE: B - Per ASTM C 1330. Round rods of various diameters for use with non-sag and self leveling cold applied sealants TYPE: 3 - Per ASTM D 5249. Also reference ASTM C 717 for use as gasket or sealing material.",Backer Rod |Nomaco |  Soft Backer Rod,Sof Rod | caulking| masonry| polyurethane sealant | sealant |Nomaco | Foam Rod | Construction Materials| construction foam| Backer Rod | Poly Foam | waterproofing | caulk | Log Home Chinking | denver foam | mile high foam| Window and Door Backing Rod | Glazing Rod | Filler Rope | open cell rod | closed cell rod | Soft Backing Rod | Joint Filler ,NO,instock,no,,2.69,4.26,2.69,16,5,5,183,http://i.imgur.com/nNwcdd0.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=g0ik8a4hN4I
SBR-322-91-2000-1-STICK,publish,Soft Backer Rod Sticks,6' Stick,NA,"2"" x 6'",Nomaco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=g0ik8a4hN4I""][/vc_column][vc_column width=""1/2""][vc_column_text]
Sof Backer Rod (SBR) Not all backer rod is created equal! Sof Rod is a state-of-the-art sealant backing material combining the best properties of both open and closed cell backer rods in a single, trouble-free product. Sof® Rod is a continuous length of extruded polyolefin foam made with a non-absorbent outer ""skin"" and a highly resilient interior network of open and closed cells. Sof® Rod will not out-gas if ruptured.  Sof Rod has No Moisture Absorption unlike other backer rods, and Easily Conforms to Irregular sized Joints and gaps.  Compatible with all know types of sealants including butyl, polyurethane, silicones, polyether, scypolymer, tri-polymer, polysulfide, acrylic, etc.  Consists of both open and closed cells on the inside with a skin-like outer texture. Non-stick Bi-Cellular skin open and closed cell. High moisture resistance.  SOF-Rod may also be used as a gasket or sealing material as per ASTM C 717. [/vc_column_text][/vc_column][/vc_row]","Cylindrical, flexible sealant backer rod composed of bi-cellular material TYPE: B - Per ASTM C 1330. Round rods of various diameters for use with non-sag and self leveling cold applied sealants TYPE: 3 - Per ASTM D 5249. Also reference ASTM C 717 for use as gasket or sealing material.",Backer Rod |Nomaco |  Soft Backer Rod,Sof Rod | caulking| masonry| polyurethane sealant | sealant |Nomaco | Foam Rod | Construction Materials| construction foam| Backer Rod | Poly Foam | waterproofing | caulk | Log Home Chinking | denver foam | mile high foam| Window and Door Backing Rod | Glazing Rod | Filler Rope | open cell rod | closed cell rod | Soft Backing Rod | Joint Filler ,NO,instock,no,,4.86,6.25,4.86,16,5,5,183,http://i.imgur.com/nNwcdd0.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=g0ik8a4hN4I
SBR-322-91-2500-1-STICK,publish,Soft Backer Rod Sticks,6' Stick,NA,"2-1/2"" x 6'",Nomaco,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=g0ik8a4hN4I""][/vc_column][vc_column width=""1/2""][vc_column_text]
Sof Backer Rod (SBR) Not all backer rod is created equal! Sof Rod is a state-of-the-art sealant backing material combining the best properties of both open and closed cell backer rods in a single, trouble-free product. Sof® Rod is a continuous length of extruded polyolefin foam made with a non-absorbent outer ""skin"" and a highly resilient interior network of open and closed cells. Sof® Rod will not out-gas if ruptured.  Sof Rod has No Moisture Absorption unlike other backer rods, and Easily Conforms to Irregular sized Joints and gaps.  Compatible with all know types of sealants including butyl, polyurethane, silicones, polyether, scypolymer, tri-polymer, polysulfide, acrylic, etc.  Consists of both open and closed cells on the inside with a skin-like outer texture. Non-stick Bi-Cellular skin open and closed cell. High moisture resistance.  SOF-Rod may also be used as a gasket or sealing material as per ASTM C 717. [/vc_column_text][/vc_column][/vc_row]","Cylindrical, flexible sealant backer rod composed of bi-cellular material TYPE: B - Per ASTM C 1330. Round rods of various diameters for use with non-sag and self leveling cold applied sealants TYPE: 3 - Per ASTM D 5249. Also reference ASTM C 717 for use as gasket or sealing material.",Backer Rod |Nomaco |  Soft Backer Rod,Sof Rod | caulking| masonry| polyurethane sealant | sealant |Nomaco | Foam Rod | Construction Materials| construction foam| Backer Rod | Poly Foam | waterproofing | caulk | Log Home Chinking | denver foam | mile high foam| Window and Door Backing Rod | Glazing Rod | Filler Rope | open cell rod | closed cell rod | Soft Backing Rod | Joint Filler ,NO,instock,no,,6.89,8.65,6.89,16,6,6,183,http://i.imgur.com/nNwcdd0.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=g0ik8a4hN4I
